order_id,order_date,status,customer_id,customer_name,customer_phone,customer_email,city,district,delivery_type,delivery_cost,payment_method,payment_status,payment_amount,currency,total_amount,items_json
طلب-100114,2025-03-22T19:10:00,تم التسليم,عميل-114,يوسف طارق,739546692,user741228@example.com,تعز,شعوب,سريع,5000.0,بطاقة,تم الدفع,210000.0,YER,210000.0,"[{""sku"":""SKU-1001"",""qty"":2"
طلب-100115,2025-03-26T00:59:00,مؤكد,عميل-115,هدى سالم,734701524,user378129@example.com,الحديدة,القاهرة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,138500.0,YER,138500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10500.0,""total"":10500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":30000.0,""total"":90000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":33000.0,""total"":33000.0}]"
طلب-100116,11-04-2025 12:49:00,مؤكد,عميل-116,فاطمة أحمد,771255120,user903830@example.com,عدن,شعوب,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,69500.0,YER,69500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":4500.0,""total"":4500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":21000.0,""total"":63000.0}]"
طلب-100117,2025-04-20T09:43:00,مرتجع,عميل-117,أحمد محمد,711704328,user801356@@example.com,إب,شعوب,عادي,2000.0,محفظة إلكترونية,تم الدفع,612500.0,YER,612500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":194500.0,""total"":583500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":9000.0,""total"":27000.0}]"
طلب-100118,2025-04-08T22:20:00,مرتجع,عميل-118,أحمد محمد,771415218,user641774@example.com,حجة,التحرير,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,424000.0,YER,424000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7500.0,""total"":22500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":125500.0,""total"":376500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":23000.0,""total"":23000.0}]"
طلب-100119,2025-01-06T23:39:00,تم التسليم,عميل-119,فاطمة أحمد,701610805,user97014@example.com,تعز,شعوب,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,87500.0,YER,87500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":64000.0,""total"":64000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":12000.0,""total"":12000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":6500.0,""total"":6500.0}]"
طلب-100120,2025-02-27T16:30:00,مرتجع,عميل-120,يوسف طارق,779631022,user367464@example.com,صنعاء,القاهرة,عادي,2000.0,محفظة إلكترونية,تم الدفع,-21500.0,YER,21500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":9500.0,""total"":9500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":10000.0,""total"":10000.0}]"
طلب-100121,2025-03-18T20:16:00,ملغي,عميل-121,ريم عادل,702397829,user716157@example.com,حجة,التحرير,سريع,5000.0,محفظة إلكترونية,تم الدفع,720000.0,YER,720000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":135000.0,""total"":270000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":222500.0,""total"":445000.0}]"
طلب-100122,2025-02-14T16:12:00,قيد الشحن,عميل-122,علي حسين,775988903,user636081@example.com,حجة,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,49500.0,YER,49500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":11500.0,""total"":11500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":18000.0,""total"":36000.0}]"
طلب-100123,2025-04-28T14:56:00,مؤكد,عميل-123,ريم عادل,737448281,user135378@example.com,المكلا,شعوب,سريع,5000.0,محفظة إلكترونية,تم الدفع,392000.0,YER,392000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":""1"",""unit_price"":7000.0,""total"":7000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":6000.0,""total"":18000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":181000.0,""total"":362000.0}]"
طلب-100124,2025-04-04T21:02:00,مرتجع,عميل-124,أروى محمد,777314591,user392518@example.com,الحديدة,القاهرة,عادي,2000.0,بطاقة,تم الدفع,10500.0,YER,10500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":8500.0,""total"":8500.0}]"
طلب-100125,2025-01-02T19:09:00,مرتجع,عميل-125,سارة ياسر,706871864,user136145@example.com,ذمار,الحصبة,عادي,2000.0,بطاقة,بانتظار الدفع,37500.0,YER,"37,500.00","[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":35500.0,""total"":35500.0}]"
طلب-100126,2025-01-17T01:59:00,ملغي,عميل-126,خالد سالم,705667211,user483273@example.com,حجة,القاهرة,سريع,5000.0,محفظة إلكترونية,قيد الدفع,17500.0,YER,17500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":7500.0,""total"":7500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":5000.0,""total"":5000.0}]"
طلب-100127,2025-03-10T14:31:00,مرتجع,عميل-127,أحمد محمد,703238588,user964903@example.com,صنعاء,التحرير,عادي,2000.0,بطاقة,تم الدفع,617000.0,YER,617000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":205000.0,""total"":615000.0}]"
طلب-100128,2025-04-02T00:01:00,ملغي,عميل-128,هدى سالم,716056878,user782451@example.com,ذمار,التحرير,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,13500.0,YER,13500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":11500.0,""total"":11500.0}]"
طلب-100129,2025-02-04T16:22:00,  ملغي  ,عميل-129,يوسف طارق,774055880,user923054@example.com,ذمار,كريتر,عادي,2000.0,محفظة إلكترونية,تم الدفع,10000.0,YER,10000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":8000.0,""total"":8000.0}]"
طلب-100130,2025-02-28T10:18:00,ملغي,عميل-130,ريم عادل,731274692,user749491@example.com,إب,القاهرة,عادي,2000.0,بطاقة,بانتظار الدفع,86000.0,YER,86000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":84000.0,""total"":84000.0}]"
طلب-100131,2025-02-27T00:51:00,مرتجع,عميل-131,فاطمة أحمد,712275242,user597726@example.com,لحج,شعوب,عادي,2000.0,محفظة إلكترونية,تم الدفع,934500.0,YER,934500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":10000.0,""total"":10000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":225000.0,""total"":675000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":247500.0,""total"":247500.0}]"
طلب-100132,2025-03-06T01:31:00,قيد الانتظار,عميل-132,أحمد محمد,732579540,user586501@example.com,حجة,كريتر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,38000.0,YER,38000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":6000.0,""total"":6000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":7000.0,""total"":14000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":6500.0,""total"":13000.0}]"
طلب-100133,2025/04/11 13:41:00,قيد الانتظار,عميل-133,يوسف طارق,734035763,user598058@example.com,المكلا,جبلة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,117000.0,YER,117000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":87000.0,""total"":87000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":12500.0,""total"":25000.0}]"
طلب-100134,2025-01-12T23:11:00,قيد الشحن,,خالد سالم,779524826,user332066@example.com,لحج,التحرير,عادي,2000.0,محفظة إلكترونية,تم الدفع,33500.0,YER,33500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":10500.0,""total"":31500.0}]"
طلب-100135,2025-02-19T09:33:00,مرتجع,عميل-135,ريم عادل,776957780,user464759@example.com,عمران,الحصبة,سريع,5000.0,بطاقة,بانتظار الدفع,27000.0,YER,27000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11000.0,""total"":22000.0}]"
طلب-100136,2025-02-10T19:50:00,مؤكد,عميل-136,أحمد محمد,718576248,user530042@example.com,صنعاء,القاهرة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,480000.0,YER,480000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":239000.0,""total"":478000.0}]"
طلب-100137,2025-02-27T01:52:00,قيد الانتظار,عميل-137,فاطمة أحمد,770553871,user906772@example.com,إب,شعوب,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,206500.0,YER,206500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":196500.0,""total"":196500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":5000.0,""total"":5000.0}]"
طلب-100138,2025-03-03T15:45:00,قيد الانتظار,عميل-138,خالد سالم,712355554,user148763@example.com,المكلا,التحرير,عادي,2000.0,بطاقة,تم الدفع,16000.0,YER,16000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":7000.0,""total"":14000.0}]"
طلب-100139,2025-03-15T12:33:00,مرتجع,عميل-139,أحمد محمد,714296430,user944867@example.com,الحديدة,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,582500.0,YER,582500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":8500.0,""total"":8500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":104500.0,""total"":313500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":258500.0,""total"":258500.0}]"
طلب-100140,02-02-2025 12:59:00,مؤكد,عميل-140,علي حسين,710640924,user168010@example.com,عدن,خور مكسر,سريع,5000.0,بطاقة,بانتظار الدفع,353000.0,YER,353000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":169000.0,""total"":338000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":5000.0,""total"":10000.0}]"
طلب-100141,2025-04-16T07:04:00,قيد الانتظار,عميل-141,محمد علي,773331135,user447190@example.com,صنعاء,حدة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,167000.0,YER,167000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":40000.0,""total"":120000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":14000.0,""total"":42000.0}]"
طلب-100142,2025-01-06T00:17:00,قيد الشحن,عميل-142,خالد سالم,710797223,user637579@example.com,ذمار,حدة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,342000.00 ريال,YER,342000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":10500.0,""total"":31500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":97500.0,""total"":292500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":8000.0,""total"":16000.0}]"
طلب-100143,2025-03-27T09:57:00,قيد الشحن,عميل-143,أحمد محمد,775359590,user89863@example.com,عمران,حدة,سريع,5000.0,محفظة إلكترونية,تم الدفع,106000.0,YER,106000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":10000.0,""total"":20000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":23000.0,""total"":46000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":35000.0,""total"":35000.0}]"
طلب-100144,2025-01-07T01:46:00,تم التسليم,عميل-144,علي حسين,773223768,user20983@example.com,إب,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,325000.0,YER,325000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":237500.0,""total"":237500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":9500.0,""total"":19000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":66500.0,""total"":66500.0}]"
,2025-01-10T19:02:00,قيد الانتظار,عميل-145,علي حسين,701629218,user795427@example.com,عدن,خور مكسر,سريع,5000.0,بطاقة,بانتظار الدفع,123500.0,YER,123500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":8500.0,""total"":25500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":39500.0,""total"":79000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":7000.0,""total"":14000.0}]"
طلب-100146,2025-02-09T20:35:00,مرتجع,عميل-146,أحمد محمد,12345,user589279@example.com,تعز,خور مكسر,عادي,2000.0,بطاقة,تم الدفع,36500.0,YER,36500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":7500.0,""total"":7500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":13500.0,""total"":27000.0}]"
طلب-100147,2025-02-26T12:37:00,قيد الشحن,عميل-147,هدى سالم,703174766,user279918@example.com,إب,شعوب,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,22000.0,YER,22000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":10000.0,""total"":20000.0}]"
طلب-100148,2025-04-30T01:20:00,مرتجع,عميل-148,فاطمة أحمد,738679453,user879317@example.com,عدن,خور مكسر,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,54500.0,YER,54500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":7000.0,""total"":21000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":10500.0,""total"":31500.0}]"
طلب-100149,2025-02-16T16:19:00,ملغي,عميل-149,أروى محمد,707273487,user261473@example.com,حجة,التحرير,سريع,5000.0,محفظة إلكترونية,تم الدفع,63000.0,YER,63000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":8000.0,""total"":16000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":6500.0,""total"":19500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7500.0,""total"":22500.0}]"
طلب-100150,2025-01-12T22:17:00,مؤكد,عميل-150,يوسف طارق,772978666,user76782@example.com,ذمار,التحرير,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,55500.0,YER,55500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":8500.0,""total"":8500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":5500.0,""total"":16500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":9500.0,""total"":28500.0}]"
طلب-100151,2025-03-29T19:44:00,مرتجع,عميل-151,سارة ياسر,738462515,user71748@example.com,الحديدة,حدة,سريع,5000.0,بطاقة,تم الدفع,53000.0,YER,53000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":13000.0,""total"":26000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":11000.0,""total"":22000.0}]"
طلب-100152,2025-01-03T09:19:00,تم التسليم,عميل-152,ريم عادل,711315209,user174746@example.com,عمران,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,267000.0,YER,267000.0,"[{""name"":""شاحن سريع"",""qty"":2,""unit_price"":12000.0,""total"":24000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":241000.0,""total"":241000.0}]"
طلب-100153,2025-04-20T04:31:00,مرتجع,عميل-153,هدى سالم,712248599,user607265@example.com,لحج,حدة,عادي,2000.0,بطاقة,بانتظار الدفع,769000.0,YER,769000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":242500.0,""total"":727500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":11500.0,""total"":11500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":28000.0,""total"":28000.0}]"
طلب-100154,2025-04-18T23:49:00,ملغي,عميل-154,يوسف طارق,717745487,user156298@example.com,الحديدة,كريتر,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,48500.0,YER,48500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":14500.0,""total"":43500.0}]"
طلب-100155,2025-01-25T15:32:00,حالة غير معروفة تمامًا,عميل-155,محمد علي,710727420,user667185@example.com,لحج,خور مكسر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,75500.0,YER,75500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":23500.0,""total"":70500.0}]"
طلب-100156,2025-01-13T03:08:00,قيد الانتظار,عميل-156,سارة ياسر,713312494,user83954@example.com,عمران,خور مكسر,عادي,2000.0,نقدًا عند التسليم,قيد الدفع,61500.0,YER,61500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":6000.0,""total"":12000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":11000.0,""total"":22000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":8500.0,""total"":25500.0}]"
طلب-100157,2025-03-02T12:30:00,مرتجع,عميل-157,يوسف طارق,735329378,user206970@example.com,ذمار,خور مكسر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,228000.0,YER,228000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":102500.0,""total"":205000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":6000.0,""total"":18000.0}]"
طلب-100158,2025-04-13T07:56:00,ملغي,عميل-158,أحمد محمد,737901254,user930481@example.com,عمران,شعوب,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,670500.0,YER,670500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":220500.0,""total"":220500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":224000.0,""total"":448000.0}]"
طلب-100159,2025-02-20T06:25:00,قيد الشحن,عميل-159,سارة ياسر,776147845,user108247@example.com,الحديدة,القاهرة,سريع,5000.0,محفظة إلكترونية,تم الدفع,32500.0,YER,32500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":27500.0,""total"":27500.0}]"
طلب-100160,2025-04-13T07:26:00,قيد الشحن,عميل-160,خالد سالم,717937940,user990948@example.com,صنعاء,التحرير,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,444500.0,YER,444500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":146500.0,""total"":439500.0}]"
طلب-100161,2025-01-01T12:39:00,ملغي,عميل-161,هدى سالم,736527309,user201606@example.com,إب,حدة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,45500.0,YER,45500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":10000.0,""total"":30000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":5000.0,""total"":5000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":8500.0,""total"":8500.0}]"
طلب-100162,2025-04-06T23:36:00,تم التسليم,عميل-162,يوسف طارق,700865516,user526463@example.com,إب,التحرير,سريع,5000.0,بطاقة,تم الدفع,233000.0,YER,233000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11000.0,""total"":22000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":57000.0,""total"":171000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":35000.0,""total"":35000.0}]"
طلب-100163,2025-04-18T20:00:00,تم التسليم,عميل-163,خالد سالم,700969478,user99688@example.com,إب,الحصبة,سريع,5000.0,محفظة إلكترونية,تم الدفع,102000.0,YER,102000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":40000.0,""total"":80000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":8500.0,""total"":17000.0}]"
طلب-100164,2025-01-19T23:28:00,تم التسليم,عميل-164,ريم عادل,712634702,user180716@example.com,عدن,خور مكسر,عادي,2000.0,بطاقة,تم الدفع,191500.0,YER,191500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":""2"",""unit_price"":12500.0,""total"":25000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":14000.0,""total"":28000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":136500.0,""total"":136500.0}]"
طلب-100165,03-01-2025 21:46:00,قيد الانتظار,عميل-165,يوسف طارق,706519321,user580617@example.com,لحج,كريتر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,103000.0,YER,103000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":30000.0,""total"":90000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":11000.0,""total"":11000.0}]"
طلب-100166,2025-01-08T01:30:00,مؤكد,عميل-166,هدى سالم,703759010,user26265@example.com,عدن,الحصبة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,333000.0,YER,333000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":253000.0,""total"":253000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":37500.0,""total"":75000.0}]"
طلب-100167,2025-03-21T05:18:00,تم التسليم,عميل-167,سارة ياسر,708541209,user540717@example.com,حجة,حدة,عادي,2000.0,بطاقة,تم الدفع,288000.0,YER,288000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":101000.0,""total"":202000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":28000.0,""total"":84000.0}]"
طلب-100168,2025-01-30T11:35:00,ملغي,عميل-168,هدى سالم,719230952,user244614@example.com,صنعاء,شعوب,عادي,2000.0,بطاقة,تم الدفع,809500.0,ريال يمني,809500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":257500.0,""total"":772500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":35000.0,""total"":35000.0}]"
طلب-100169,2025-01-08T17:04:00,قيد الانتظار,عميل-169,هدى سالم,708445176,user69726@example.com,ذمار,جبلة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,10000.0,YER,10000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":4000.0,""total"":8000.0}]"
طلب-100170,2025-04-10T01:11:00,ملغي,عميل-170,محمد علي,715413445,user329849@example.com,الحديدة,القاهرة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,90000.0,YER,90000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":12000.0,""total"":36000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":8500.0,""total"":17000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":16000.0,""total"":32000.0}]"
طلب-100171,2025-03-12T22:41:00,تم التسليم,عميل-171,أحمد محمد,711291425,user151770@example.com,عدن,كريتر,عادي,2000.0,بطاقة,بانتظار الدفع,889500.0,YER,889500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":132500.0,""total"":265000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":207500.0,""total"":622500.0}]"
طلب-100172,2025-03-30T18:44:00,قيد الشحن,عميل-172,خالد سالم,736612478,user188943@example.com,لحج,جبلة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,١٢٦٠٠٠٫٠,YER,126000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":19000.0,""total"":57000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":43000.0,""total"":43000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7000.0,""total"":21000.0}]"
طلب-100173,2025-04-05T03:26:00,مرتجع,عميل-173,ريم عادل,730071258,user433036@example.com,إب,القاهرة,عادي,2000.0,محفظة إلكترونية,تم الدفع,44000.0,YER,44000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":12000.0,""total"":24000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":6000.0,""total"":18000.0}]"
طلب-100174,2025-02-11T06:39:00,مؤكد,عميل-174,هدى سالم,718821789,user154085@example.com,صنعاء,شعوب,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,32500.0,YER,32500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":9500.0,""total"":9500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":10500.0,""total"":21000.0}]"
